I Luv Your Girl,The-Dream,2008,"['dirty south rap', 'hip pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",Sad
Womanizer,Britney Spears,2008,"['dance pop', 'pop']",Sad
My Life,The Game Featuring Lil Wayne,2008,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Sad
I Remember,Keyshia Cole,2008,"['hip pop', 'r&b', 'urban contemporary']",Sad
Love Remains The Same,Gavin Rossdale,2008,"['pop', 'rock']",Sad
Feels Like Tonight,Daughtry,2008,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",Sad
Don't Stop The Music,Rihanna,2008,"['dance pop', 'pop', 'r&b', 'electronic']",Happy
4 Minutes,Madonna Featuring Justin Timberlake & Timbaland,2008,"['dance pop', 'pop']",Neutral
Bust It Baby Part 2,Plies Featuring Ne-Yo,2008,"['hip hop', 'pop rap', 'r&b']",Neutral
Independent,Webbie Featuring Lil' Phat & Lil' Boosie,2008,"['baton rouge rap', 'crunk', 'dirty south rap', 'trap']",Neutral
Can't Believe It,T-Pain Featuring Lil Wayne,2008,"['hip hop', 'r&b']",Happy
Sweetest Girl (Dollar Bill),"Wyclef Jean Featuring Akon, Lil Wayne & Niia",2008,['rap kreyol'],Sad
Lolli Lolli (Pop That Body),"Three 6 Mafia Featuring Project Pat, Young D & Superpower",2008,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'southern hip hop', 'tennessee hip hop', 'trap']",Neutral
Mrs. Officer,Lil Wayne Featuring Bobby Valentino & Kidd Kidd,2008,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",Neutral
You're Gonna Miss This,Trace Adkins,2008,"['contemporary country', 'country']",Sad
She Got It,2 Pistols Featuring T-Pain & Tay Dizm,2008,"['hip hop', 'rap', 'r&b']",Neutral
Poker Face,Lady Gaga,2009,"['art pop', 'dance pop', 'pop']",Happy
Just Dance,Lady Gaga Featuring Colby O'Donis,2009,"['art pop', 'dance pop', 'pop']",Happy
Right Round,Flo Rida,2009,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",Happy
I Know You Want Me (Calle Ocho),Pitbull,2009,"['dance pop', 'miami hip hop', 'pop']",Happy
Kiss Me Thru The Phone,Soulja Boy Tell 'em Featuring Sammie,2009,"['atl hip hop', 'chicago bop', 'dance pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Happy
Down,Jay Sean Featuring Lil Wayne,2009,"['dance pop', 'pop', 'pop rap']",Happy
Circus,Britney Spears,2009,"['dance pop', 'pop']",Happy
Day 'N' Nite,Kid Cudi,2009,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",Happy
Fire Burning,Sean Kingston,2009,"['dance pop', 'miami hip hop', 'pop']",Happy
Whatcha Say,Jason Derulo,2009,"['dance pop', 'pop']",Happy
LoveGame,Lady Gaga,2009,"['art pop', 'dance pop', 'pop']",Happy
Hotel Room Service,Pitbull,2009,"['dance pop', 'miami hip hop', 'pop']",Happy
Please Don't Leave Me,P!nk,2009,"['dance pop', 'pop']",Happy
Empire State Of Mind,Jay-Z + Alicia Keys,2009,"['pop rap', 'east coast hip hop']",Happy
She Wolf,Shakira,2009,"['colombian pop', 'dance pop', 'latin pop', 'pop']",Happy
Sweet Dreams,Beyonce,2009,"['pop', 'r&b']",Happy
Every Girl,Young Money,2009,"['dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Happy
Chicken Fried,Zac Brown Band,2009,"['contemporary country', 'country', 'country road', 'modern country rock']",Happy
Diva,Beyonce,2009,"['pop', 'r&b']",Happy
Her Diamonds,Rob Thomas,2009,"['neo mellow', 'pop rock', 'post-grunge']",Happy
3,Britney Spears,2009,"['dance pop', 'pop']",Happy
One Time,Justin Bieber,2009,"['canadian pop', 'pop']",Happy
Green Light,John Legend Featuring Andre 3000,2009,"['neo soul', 'pop', 'pop soul', 'urban contemporary']",Happy
Whatever It Is,Zac Brown Band,2009,"['contemporary country', 'country', 'country road', 'modern country rock']",Happy
Say Hey (I Love You),Michael Franti & Spearhead Featuring Cherine Anderson,2009,['reggae fusion'],Happy
Boom Boom Pow,The Black Eyed Peas,2009,"['electro', 'edm', 'dance pop', 'pop']",Neutral
I Gotta Feeling,The Black Eyed Peas,2009,"['hip hop', 'dance pop', 'electropop']",Neutral
Heartless,Kanye West,2009,"['chicago rap', 'hip hop', 'rap']",Neutral
Gives You Hell,The All-American Rejects,2009,"['alternative metal', 'modern rock', 'neo mellow', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge']",Neutral
You Belong With Me,Taylor Swift,2009,['pop'],Neutral
Dead And Gone,T.I. Featuring Justin Timberlake,2009,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Neutral
You Found Me,The Fray,2009,"['neo mellow', 'piano rock', 'pop', 'pop rock']",Neutral
Best I Ever Had,Drake,2009,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",Neutral
My Life Would Suck Without You,Kelly Clarkson,2009,"['dance pop', 'pop', 'talent show']",Neutral
Halo,Beyonce,2009,"['pop', 'r&b']",Neutral
Party In The U.S.A.,Miley Cyrus,2009,['pop'],Neutral
Run This Town,"Jay-Z, Rihanna & Kanye West",2009,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",Neutral
Waking Up In Vegas,Katy Perry,2009,['pop'],Neutral
Birthday Sex,Jeremih,2009,"['chicago rap', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",Neutral
Mad,Ne-Yo,2009,"['dance pop', 'pop', 'r&b', 'urban contemporary']",Neutral
Good Girls Go Bad,Cobra Starship Featuring Leighton Meester,2009,"['neon pop punk', 'pop punk', 'post-teen pop']",Neutral
If I Were A Boy,Beyonce,2009,"['pop', 'r&b']",Neutral
I Hate This Part,The Pussycat Dolls,2009,"['dance pop', 'girl group', 'pop']",Neutral
Right Now (Na Na Na),Akon,2009,['dance pop'],Neutral
Fireflies,Owl City,2009,"['indietronica', 'pop']",Neutral
Fallin' For You,Colbie Caillat,2009,"['dance pop', 'neo mellow', 'pop']",Neutral
Untouched,The Veronicas,2009,"['australian pop', 'candy pop', 'dance pop', 'girl group', 'post-teen pop']",Neutral
If Today Was Your Last Day,Nickelback,2009,"['alternative metal', 'canadian rock', 'post-grunge']",Neutral
Throw It In The Bag,Fabolous Featuring The-Dream,2009,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'trap', 'urban contemporary']",Neutral
Love Drunk,Boys Like Girls,2009,"['neon pop punk', 'pop punk']",Neutral
I Love College,Asher Roth,2009,['indie pop rap'],Neutral
If U Seek Amy,Britney Spears,2009,"['dance pop', 'pop']",Neutral
Big Green Tractor,Jason Aldean,2009,"['contemporary country', 'country', 'country road', 'modern country rock']",Neutral
21 Guns,Green Day,2009,"['modern rock', 'permanent wave', 'punk', 'rock']",Neutral
Turn My Swag On,Soulja Boy Tell'em,2009,"['atl hip hop', 'chicago bop', 'dance pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Neutral
Rockin' That Thang,The-Dream,2009,"['dirty south rap', 'hip pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",Neutral
How Do You Sleep?,Jesse McCartney Featuring Ludacris,2009,"['dance pop', 'pop', 'post-teen pop']",Neutral
Goodbye,Kristinia DeBarge,2009,['deep dance pop'],Neutral
Pop Champagne,Jim Jones & Ron Browz Featuring Juelz Santana,2009,"['gangster rap', 'harlem hip hop', 'pop rap', 'trap']",Neutral
Single Ladies (Put A Ring On It),Beyonce,2009,"['pop', 'r&b']",Sad
Use Somebody,Kings Of Leon,2009,"['modern rock', 'rock']",Sad
Blame It,Jamie Foxx Featuring T-Pain,2009,"['contemporary r&b', 'hip pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",Sad
The Climb,Miley Cyrus,2009,['pop'],Sad
Second Chance,Shinedown,2009,"['alternative metal', 'nu metal', 'post-grunge']",Sad
Sober,P!nk,2009,"['dance pop', 'pop']",Sad
Obsessed,Mariah Carey,2009,"['dance pop', 'pop', 'urban contemporary']",Sad
Crack A Bottle,"Eminem, Dr. Dre & 50 Cent",2009,"['detroit hip hop', 'hip hop', 'rap']",Sad
Turnin Me On,Keri Hilson Featuring Lil Wayne,2009,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']",Sad
Gotta Be Somebody,Nickelback,2009,"['alternative metal', 'canadian rock', 'post-grunge']",Sad
Paparazzi,Lady Gaga,2009,"['art pop', 'dance pop', 'pop']",Sad
Battlefield,Jordin Sparks,2009,"['dance pop', 'pop', 'post-teen pop']",Sad
Sugar,Flo Rida Featuring Wynter,2009,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",Sad
New Divide,Linkin Park,2009,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",Sad
No Surprise,Daughtry,2009,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",Sad
White Horse,Taylor Swift,2009,['pop'],Sad
Replay,Iyaz,2009,"['dance pop', 'pop rap', 'post-teen pop']",Sad
Then,Brad Paisley,2009,"['contemporary country', 'country', 'country road']",Sad
I Run To You,Lady Antebellum,2009,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",Sad
I Do Not Hook Up,Kelly Clarkson,2009,"['dance pop', 'pop', 'talent show']",Sad
People Are Crazy,Billy Currington,2009,"['contemporary country', 'country', 'country road']",Sad
Already Gone,Kelly Clarkson,2009,"['dance pop', 'pop', 'talent show']",Sad
Pretty Wings,Maxwell,2009,"['neo soul', 'quiet storm', 'r&b', 'urban contemporary']",Sad
Never Say Never,The Fray,2009,"['neo mellow', 'piano rock', 'pop', 'pop rock']",Sad
Knock You Down,Keri Hilson Featuring Kanye West & Ne-Yo,2009,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']",Sad
Don't Trust Me,3OH!3,2009,"['alternative rock', 'pop rock', 'electropop']",Neutral
Beautiful,Akon Featuring Colby O'Donis & Kardinal Offishall,2009,['dance pop'],Happy
Break Up,Mario Featuring Gucci Mane & Sean Garrett,2009,"['dance pop', 'r&b', 'southern hip hop', 'urban contemporary']",Sad
"Hey, Soul Sister",Train,2010,"['dance pop', 'neo mellow', 'pop', 'pop rock']",Happy
Bad Romance,Lady Gaga,2010,"['art pop', 'dance pop', 'pop']",Happy
Dynamite,Taio Cruz,2010,"['dance pop', 'pop', 'pop rap']",Happy
Nothin' On You,B.o.B Featuring Bruno Mars,2010,"['atl hip hop', 'dance pop', 'pop rap', 'rap', 'southern hip hop']",Happy
I Like It,Enrique Iglesias Featuring Pitbull,2010,"['dance pop', 'latin pop', 'mexican pop']",Happy
In My Head,Jason Derulo,2010,"['dance pop', 'pop']",Happy
Rude Boy,Rihanna,2010,"['barbadian pop', 'pop', 'urban contemporary']",Happy
Telephone,Lady Gaga Featuring Beyonce,2010,"['art pop', 'dance pop', 'pop']",Happy
Sexy Chick,David Guetta Featuring Akon,2010,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",Happy
Your Love Is My Drug,Ke$ha,2010,"['electropop', 'dance pop']",Happy
Say Aah,Trey Songz Featuring Fabolous,2010,"['dance pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",Happy
Find Your Love,Drake,2010,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",Happy
Live Like We're Dying,Kris Allen,2010,"['acoustic pop', 'idol', 'neo mellow', 'viral pop']",Happy
My Chick Bad,Ludacris Featuring Nicki Minaj,2010,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Happy
Take It Off,Ke$ha,2010,"['electro', 'dance pop', 'edm']",Happy
Animal,Neon Trees,2010,"['modern rock', 'neo mellow', 'pop rock', 'pov: indie']",Happy
Misery,Maroon 5,2010,['pop'],Happy
Magic,B.o.B Featuring Rivers Cuomo,2010,"['atl hip hop', 'dance pop', 'pop rap', 'rap', 'southern hip hop']",Happy
My First Kiss,3OH!3 Featuring Ke$ha,2010,"['dance pop', 'electropowerpop', 'pop punk', 'pop rap', 'post-teen pop']",Happy
Rock That Body,The Black Eyed Peas,2010,"['house', 'pop', 'hip hop']",Happy
Naturally,Selena Gomez & The Scene,2010,['pop'],Happy
Stuck Like Glue,Sugarland,2010,"['contemporary country', 'country', 'country dawn', 'country road']",Happy
Say Something,Timbaland Featuring Drake,2010,"['dance pop', 'pop', 'pop rap']",Happy
Eenie Meenie,Sean Kingston & Justin Bieber,2010,"['dance pop', 'miami hip hop', 'pop']",Happy
King Of Anything,Sara Bareilles,2010,"['acoustic pop', 'lilith', 'neo mellow', 'pop rock', 'post-teen pop']",Happy
"Lover, Lover",Jerrod Niemann,2010,"['contemporary country', 'country road']",Happy
California Gurls,Katy Perry Featuring Snoop Dogg,2010,['pop'],Neutral
Love The Way You Lie,Eminem Featuring Rihanna,2010,"['detroit hip hop', 'hip hop', 'rap']",Neutral
Break Your Heart,Taio Cruz Featuring Ludacris,2010,"['dance pop', 'pop', 'pop rap']",Neutral
BedRock,Young Money Featuring Lloyd,2010,"['dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Neutral
Teenage Dream,Katy Perry,2010,['pop'],Neutral
Just The Way You Are,Bruno Mars,2010,"['dance pop', 'pop']",Neutral
Cooler Than Me,Mike Posner,2010,"['dance pop', 'pop', 'pop dance', 'pop rap']",Neutral
DJ Got Us Fallin' In Love,Usher Featuring Pitbull,2010,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",Neutral
Billionaire,Travie McCoy Featuring Bruno Mars,2010,['pop rap'],Neutral
Not Afraid,Eminem,2010,"['detroit hip hop', 'hip hop', 'rap']",Neutral
Breakeven,The Script,2010,"['celtic rock', 'pop']",Neutral
Ridin' Solo,Jason Derulo,2010,"['dance pop', 'pop']",Neutral
How Low,Ludacris,2010,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Neutral
Club Can't Handle Me,Flo Rida Featuring David Guetta,2010,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",Neutral
Bulletproof,La Roux,2010,"['alternative dance', 'electropop', 'neo-synthpop']",Neutral
Baby,Justin Bieber Featuring Ludacris,2010,"['canadian pop', 'pop']",Neutral
Whataya Want From Me,Adam Lambert,2010,"['dance pop', 'idol', 'pop', 'post-teen pop']",Neutral
Mine,Taylor Swift,2010,['pop'],Neutral
Only Girl (In The World),Rihanna,2010,"['barbadian pop', 'pop', 'urban contemporary']",Neutral
All The Right Moves,OneRepublic,2010,"['piano rock', 'pop']",Neutral
According To You,Orianthi,2010,['candy pop'],Neutral
Meet Me Halfway,The Black Eyed Peas,2010,"['dance pop', 'pop rap']",Neutral
Over,Drake,2010,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",Neutral
Impossible,Shontelle,2010,"['barbadian pop', 'dance pop', 'post-teen pop']",Neutral
Undo It,Carrie Underwood,2010,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'country road', 'dance pop']",Neutral
Right Above It,Lil Wayne Featuring Drake,2010,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",Neutral
Smile,Uncle Kracker,2010,"['country', 'pop rock', 'post-grunge']",Neutral
Teach Me How To Dougie,Cali Swag District,2010,['pop rap'],Neutral
Try Sleeping With A Broken Heart,Alicia Keys,2010,"['neo soul', 'pop', 'r&b']",Neutral
Need You Now,Lady Antebellum,2010,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",Sad
OMG,Usher Featuring will.i.am,2010,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",Sad
Airplanes,B.o.B Featuring Hayley Williams,2010,"['atl hip hop', 'dance pop', 'pop rap', 'rap', 'southern hip hop']",Sad
Imma Be,The Black Eyed Peas,2010,"['pop', 'hip hop', 'rap']",Sad
Alejandro,Lady Gaga,2010,"['art pop', 'dance pop', 'pop']",Sad
Just A Dream,Nelly,2010,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']",Sad
Carry Out,Timbaland Featuring Justin Timberlake,2010,"['dance pop', 'pop', 'pop rap']",Sad
Hard,Rihanna Featuring Jeezy,2010,"['barbadian pop', 'pop', 'urban contemporary']",Sad
Young Forever,Jay-Z + Mr. Hudson,2010,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",Sad
Bottoms Up,Trey Songz Featuring Nicki Minaj,2010,"['dance pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",Sad
Tie Me Down,New Boyz Featuring Ray J,2010,['pop rap'],Sad
Your Love,Nicki Minaj,2010,"['hip pop', 'pop', 'queens hip hop', 'rap']",Sad
Two Is Better Than One,Boys Like Girls Featuring Taylor Swift,2010,"['neon pop punk', 'pop punk']",Sad
Secrets,OneRepublic,2010,"['piano rock', 'pop']",Sad
Un-Thinkable (I'm Ready),Alicia Keys,2010,"['neo soul', 'pop', 'r&b']",Sad
Hey Daddy (Daddy's Home),Usher Featuring Plies,2010,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",Sad
There Goes My Baby,Usher,2010,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",Sad
Today Was A Fairytale,Taylor Swift,2010,['pop'],Sad
The House That Built Me,Miranda Lambert,2010,"['contemporary country', 'country', 'country dawn', 'country road']",Sad
If I Die Young,The Band Perry,2010,"['contemporary country', 'country', 'country dawn', 'country road']",Sad
The Only Exception,Paramore,2010,"['candy pop', 'pixie', 'pop', 'pop emo', 'pop punk', 'rock']",Sad
American Honey,Lady Antebellum,2010,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",Sad
Life After You,Daughtry,2010,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",Sad
TiK ToK,Ke$ha,2010,"['dance pop', 'electropop', 'pop']",Happy
Like A G6,Far*East Movement Featuring Cataracs & Dev,2010,"['asian american hip hop', 'dance pop', 'pop rap']",Happy
Haven't Met You Yet,Michael Buble,2010,['pop rock'],Happy
Blah Blah Blah,Ke$ha Featuring 3OH!3,2010,"['electropop', 'dance pop']",Neutral
Do You Remember,Jay Sean Featuring Sean Paul & Lil Jon,2010,"['dance pop', 'pop', 'pop rap']",Happy
Deuces,Chris Brown Featuring Tyga & Kevin McCall,2010,"['pop rap', 'r&b', 'rap']",Sad
All I Do Is Win,"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",2010,"['hip hop', 'miami hip hop', 'pop rap', 'rap']",Happy
I Made It (Cash Money Heroes),"Kevin Rudolf Featuring Birdman, Jay Sean, & Lil Wayne",2010,"['pop rap', 'wrestling']",Happy
E.T.,Katy Perry Featuring Kanye West,2011,['pop'],Happy
S&M,Rihanna,2011,"['barbadian pop', 'pop', 'urban contemporary']",Happy
Pumped Up Kicks,Foster The People,2011,"['indietronica', 'modern alternative rock', 'modern rock', 'rock']",Happy
Last Friday Night (T.G.I.F.),Katy Perry,2011,['pop'],Happy
The Lazy Song,Bruno Mars,2011,"['dance pop', 'pop']",Happy
We R Who We R,Ke$ha,2011,"['dance pop', 'pop']",Happy
Tonight Tonight,Hot Chelle Rae,2011,"['dance rock', 'neon pop punk', 'post-teen pop']",Happy
Blow,Ke$ha,2011,"['electropop', 'dance pop']",Happy
Stereo Hearts,Gym Class Heroes Featuring Adam Levine,2011,"['dance pop', 'pop rap']",Happy
Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,2011,"['dance pop', 'miami hip hop', 'pop']",Happy
I Wanna Go,Britney Spears,2011,"['dance pop', 'pop']",Happy
You Make Me Feel...,Cobra Starship Featuring Sabi,2011,"['neon pop punk', 'pop punk', 'post-teen pop']",Happy
Yeah 3X,Chris Brown,2011,"['pop rap', 'r&b', 'rap']",Happy
Sexy And I Know It,LMFAO,2011,"['dance pop', 'pop', 'pop rap']",Happy
More,Usher,2011,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",Happy
What The Hell,Avril Lavigne,2011,"['canadian pop', 'candy pop', 'pop']",Happy
Honey Bee,Blake Shelton,2011,"['classic oklahoma country', 'contemporary country', 'country', 'country road']",Happy
Pretty Girl Rock,Keri Hilson,2011,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']",Happy
Cheers (Drink To That),Rihanna,2011,"['barbadian pop', 'pop', 'urban contemporary']",Happy
Who Says,Selena Gomez & The Scene,2011,['pop'],Happy
Barefoot Blue Jean Night,Jake Owen,2011,"['contemporary country', 'country', 'country road']",Happy
Take A Back Road,Rodney Atkins,2011,"['contemporary country', 'country', 'country road']",Happy
Rolling In The Deep,Adele,2011,"['british soul', 'pop', 'pop soul', 'uk pop']",Neutral
Firework,Katy Perry,2011,['pop'],Neutral
Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",2011,"['dance pop', 'miami hip hop', 'pop']",Neutral
Super Bass,Nicki Minaj,2011,"['hip pop', 'pop', 'queens hip hop', 'rap']",Neutral
Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,2011,['pop'],Neutral
On The Floor,Jennifer Lopez Featuring Pitbull,2011,"['dance pop', 'pop', 'urban contemporary']",Neutral
Raise Your Glass,P!nk,2011,"['dance pop', 'pop']",Neutral
Born This Way,Lady Gaga,2011,"['art pop', 'dance pop', 'pop']",Neutral
F**kin' Perfect,P!nk,2011,"['dance pop', 'pop']",Neutral
What's My Name?,Rihanna Featuring Drake,2011,"['barbadian pop', 'pop', 'urban contemporary']",Neutral
Down On Me,Jeremih Featuring 50 Cent,2011,"['chicago rap', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",Neutral
Till The World Ends,Britney Spears,2011,"['dance pop', 'pop']",Neutral
The Show Goes On,Lupe Fiasco,2011,"['chicago rap', 'conscious hip hop', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']",Neutral
Black And Yellow,Wiz Khalifa,2011,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Neutral
The Time (Dirty Bit),The Black Eyed Peas,2011,"['electronic', 'pop', 'hip hop']",Neutral
6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,2011,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",Neutral
Dirt Road Anthem,Jason Aldean,2011,"['contemporary country', 'country', 'country road', 'modern country rock']",Neutral
Stereo Love,Edward Maya & Vika Jigulina,2011,"['romanian house', 'romanian pop']",Neutral
Roll Up,Wiz Khalifa,2011,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Neutral
Written In The Stars,Tinie Tempah Featuring Eric Turner,2011,"['dance pop', 'grime', 'pop rap']",Neutral
We Found Love,Rihanna Featuring Calvin Harris,2011,"['barbadian pop', 'pop', 'urban contemporary']",Neutral
You And I,Lady Gaga,2011,"['art pop', 'dance pop', 'pop']",Neutral
Without You,David Guetta Featuring Usher,2011,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",Neutral
Knee Deep,Zac Brown Band Featuring Jimmy Buffett,2011,"['contemporary country', 'country', 'country road', 'modern country rock']",Neutral
Country Girl (Shake It For Me),Luke Bryan,2011,"['contemporary country', 'country', 'country road']",Neutral
In The Dark,Dev,2011,"['romanian pop', 'electropop', 'house', 'dance pop']",Neutral
Headlines,Drake,2011,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",Neutral
She Ain't You,Chris Brown,2011,"['pop rap', 'r&b', 'rap']",Neutral
Please Don't Go,Mike Posner,2011,"['dance pop', 'pop', 'pop dance', 'pop rap']",Neutral
Sure Thing,Miguel,2011,['r&b'],Neutral
Price Tag,Jessie J Featuring B.o.B,2011,"['dance pop', 'pop']",Neutral
God Gave Me You,Blake Shelton,2011,"['classic oklahoma country', 'contemporary country', 'country', 'country road']",Neutral
Are You Gonna Kiss Me Or Not,Thompson Square,2011,"['contemporary country', 'country', 'country dawn', 'country road']",Neutral
Grenade,Bruno Mars,2011,"['dance pop', 'pop']",Sad
Just Can't Get Enough,The Black Eyed Peas,2011,"['alternative hip hop', 'electropop', 'edm']",Sad
How To Love,Lil Wayne,2011,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",Sad
Someone Like You,Adele,2011,"['british soul', 'pop', 'pop soul', 'uk pop']",Sad
The Edge Of Glory,Lady Gaga,2011,"['art pop', 'dance pop', 'pop']",Sad
Lighters,Bad Meets Evil Featuring Bruno Mars,2011,['detroit hip hop'],Sad
Coming Home,Diddy - Dirty Money Featuring Skylar Grey,2011,['pop rap'],Sad
Just A Kiss,Lady Antebellum,2011,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",Sad
Moment 4 Life,Nicki Minaj Featuring Drake,2011,"['hip pop', 'pop', 'queens hip hop', 'rap']",Sad
Motivation,Kelly Rowland Featuring Lil Wayne,2011,"['atl hip hop', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",Sad
Jar Of Hearts,Christina Perri,2011,['pop'],Sad
Rocketeer,Far*East Movement Featuring Ryan Tedder,2011,"['asian american hip hop', 'dance pop', 'pop rap']",Sad
All Of The Lights,Kanye West,2011,"['chicago rap', 'hip hop', 'rap']",Sad
Hold It Against Me,Britney Spears,2011,"['dance pop', 'pop']",Sad
For The First Time,The Script,2011,"['celtic rock', 'pop']",Sad
Back To December,Taylor Swift,2011,['pop'],Sad
Crazy Girl,Eli Young Band,2011,"['classic texas country', 'contemporary country', 'country', 'country road', 'heartland rock']",Sad
Best Thing I Never Had,Beyonce,2011,"['pop', 'r&b']",Sad
She Will,Lil Wayne Featuring Drake,2011,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",Sad
You And Tequila,Kenny Chesney Featuring Grace Potter,2011,"['contemporary country', 'country', 'country road']",Sad
Colder Weather,Zac Brown Band,2011,"['contemporary country', 'country', 'country road', 'modern country rock']",Sad
My Last,Big Sean Featuring Chris Brown,2011,"['detroit hip hop', 'hip hop', 'pop rap', 'r&b', 'rap', 'trap']",Sad
Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,2011,"['dance pop', 'pop', 'pop rap']",Happy
Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,2011,"['dance pop', 'latin pop', 'mexican pop']",Happy
Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,2011,"['pop rap', 'r&b', 'rap']",Neutral
No Hands,Waka Flocka Flame Featuring Roscoe Dash & Wale,2011,"['atl hip hop', 'dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Neutral
I'm On One,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",2011,"['trap', 'hip hop', 'pop rap', 'southern hip hop']",Neutral
I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey,2011,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",Sad
Don't You Wanna Stay,Jason Aldean With Kelly Clarkson,2011,['country pop'],Sad
Remind Me,Brad Paisley Duet With Carrie Underwood,2011,['contemporary country'],Neutral
Backseat,New Boyz Featuring The Cataracs & Dev,2011,['pop rap'],Neutral
Don't Wanna Go Home,Jason Derulo,2011,"['electropop', 'dance pop', 'edm']",Happy
